College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Code,Private_Code,Apps_trans_scaled,Top10perc_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Private_Code_scaled
North Park College,Yes,465,361,176,19,39,879,156,12580,4345,400,970,76.0,79,13.1,24,10889,74,-1.219387822479237,-1.2561541992452283,-1.0787240373278568,-0.3414378853851846,-0.8326349249589021,-0.4705741617554448,0.6214418877446034,-1.0374664620381557,-0.4460541289397144,0.11368059871460601,-0.21283183845717074,-0.19778961228228817,3.2188758248682006,0.6293457353820882,0.7763440860215054,High,2,1,-1.2193878224792374,-0.3414378853851845,-0.4705741617554449,0.621441887744603,-1.0374664620381557,-0.4460541289397124,0.113680598714606,-0.21283183845717085,-0.19778961228228792,0.34535112178986943,0.6293457353820916,0.20137133938976554,0.6130958528832952
Northeast Missouri State University,No,6040,4577,1620,36,72,5640,266,4856,3416,400,1100,69.0,72,15.7,13,6601,76,1.1824331671036439,1.3133594783738654,1.2534020368016738,0.6737982758594397,1.0136096430830108,-0.15014749513298145,-1.5997120070067434,-1.0374664620381557,-0.1890906028016409,-0.35852501531488695,-0.6907977722592065,0.4530921042246257,2.6390573296152584,-0.6807965703369415,0.7577814569536424,Low,0,0,1.1824331671036439,0.6737982758594399,-0.1501474951329816,-1.5997120070067439,-1.0374664620381557,-0.18909060280163886,-0.35852501531488695,-0.6907977722592066,0.453092104224626,-0.6011810967805445,-0.6807965703369381,0.07510448513946805,-1.6310663255951814
Northeastern University,Yes,11901,8492,2517,16,42,11160,10221,13380,7425,600,1750,73.0,82,12.9,17,9563,46,1.7453875696381589,1.8723437441236495,1.6290480117786226,-0.5871679226871698,1.524396164526609,2.557900564080465,0.7918947191871395,0.450010288926062,0.7805361922961006,-0.09419074137999063,0.01436886348154269,-0.24985413726745317,2.8903717578961645,0.3227940892898935,0.7135534829005966,High,2,1,1.7453875696381589,-0.5871679226871697,2.557900564080465,0.791894719187139,0.45001028892606204,0.7805361922961027,-0.09419074137999064,0.014368863481542581,-0.24985413726745292,-0.19091960062784105,0.3227940892898969,-0.22574337068555744,0.6130958528832952
Northern Arizona University,No,5891,4931,1973,23,48,11249,2682,6746,3728,620,2342,78.0,83,21.7,7,6157,41,1.1611578552821098,1.3820269630317985,1.4246009236822261,-0.055200718403029835,1.5299052871850742,1.4500420709734103,-0.9131772837496105,0.5737153807052393,1.406296415402262,0.2568399159168297,0.0931702615374012,1.8119616944473147,2.0794415416798357,-0.8928470080408559,0.8370395518587677,Low,0,0,1.1611578552821098,-0.05520071840302973,1.45004207097341,-0.9131772837496109,0.5737153807052393,1.4062964154022641,0.2568399159168297,0.09317026153740109,1.811961694447315,-1.5147331439094829,-0.8928470080408525,0.6142344909675607,-1.6310663255951814
Northern Illinois University,No,10706,7219,2397,12,37,14826,1979,7799,3296,470,1750,73.0,78,17.3,11,6086,56,1.65939566775717,1.7278048237192283,1.5886458963020573,-0.9749983196713342,1.7155883773097476,1.2181047619057643,-0.5847278958521822,-0.4550870028747937,0.7805361922961006,-0.09419074137999063,-0.28553671812966114,0.8327505724393903,2.4849066497880004,-0.9289519108719949,0.6742947879693629,Medium,1,0,1.65939566775717,-0.9749983196713341,1.218104761905764,-0.5847278958521827,-0.45508700287479364,0.7805361922961027,-0.09419074137999064,-0.28553671812966125,0.8327505724393905,-0.8528263722686615,-0.9289519108719915,-0.49278915890965275,-1.6310663255951814
Northwest Missouri State University,No,2729,2535,1257,8,29,4787,472,3735,3136,250,1630,62.0,65,21.7,23,5284,54,0.48617656355100086,0.7558455822789042,1.025306059519174,-1.475149606103812,0.879131219510096,0.21356910692885997,-2.0948425430255617,-2.6676741448760213,0.6300218156152131,-0.7857984336464438,-1.0990862943084903,1.8119616944473147,3.1780538303479458,-1.3875298718114126,0.9289116892634665,Low,0,0,0.4861765635510007,-1.475149606103812,0.21356910692885983,-2.094842543025562,-2.6676741448760213,0.6300218156152152,-0.7857984336464438,-1.0990862943084903,1.811961694447315,0.27871072767331073,-1.3875298718114093,1.2391678310096723,-1.6310663255951814
Northwest Nazarene College,Yes,616,514,385,29,52,1115,60,9840,2820,450,822,59.0,59,14.8,20,6261,58,-0.9332770621425045,-0.8706805411731543,-0.164230581051607,0.3114902312545731,-0.5526571143112186,-1.0037554573828125,-0.022988613142527148,-0.6133100630418952,-0.7806798079329466,-0.9551429519484147,-1.3968339859427865,0.23290908127871499,3.044522437723423,-0.841104238501034,0.8344155844155844,Medium,1,1,-0.9332770621425048,0.3114902312545732,-1.0037554573828127,-0.022988613142527616,-0.6133100630418952,-0.7806798079329447,-0.9551429519484147,-1.3968339859427865,0.23290908127871524,0.06072567486027672,-0.8411042385010306,0.5963857200044241,0.6130958528832952
Northwestern College,Yes,860,811,366,22,56,1040,52,9900,3075,300,1800,68.0,68,14.9,34,6357,68,-0.6013807440914685,-0.3870950384170148,-0.2200910412571849,-0.12305785184375591,-0.6331354588908956,-1.0793605659058074,-0.007688472917462823,-2.046926211268621,0.840445648422016,-0.4223166537333232,-0.9323663945762501,0.25762653611778186,3.5553480614894135,-0.7945040757707669,0.9430232558139535,Medium,1,1,-0.6013807440914688,-0.12305785184375581,-1.0793605659058076,-0.007688472917463289,-2.046926211268621,0.8404456484220181,-0.4223166537333232,-0.9323663945762503,0.25762653611778213,0.8946295860401178,-0.7945040757707634,1.3351576345207787,0.6130958528832952
Northwestern University,Yes,12289,5200,1902,85,98,7450,45,16404,5520,759,1585,96.0,100,6.8,25,26385,92,1.7713265233585171,1.4307677928026448,1.3931635649240657,2.329828358316237,1.2311426621955086,-1.154669808522013,1.3816245396300015,1.3484666629158413,0.570920301840772,1.7098582011277557,1.6797533027611797,-2.0349814104756483,3.258096538021482,2.2315988300058276,0.4231426478964928,High,2,1,1.7713265233585171,2.329828358316237,-1.1546698085220133,1.381624539630001,1.3484666629158413,0.5709203018407741,1.7098582011277557,1.6797533027611797,-2.034981410475648,0.4093774833820336,2.231598830005831,-2.2011781241416255,0.6130958528832952
Norwich University,Yes,1743,1625,626,8,29,1862,382,14134,5270,500,800,71.0,74,13.1,22,9209,63,0.07489625280775336,0.32073247929755266,0.3507556732675023,-1.475149606103812,0.003828292084439909,0.07698867434946842,0.9465241485214487,-0.22842386689854197,-0.835123048894733,-0.22819102460965637,-0.5615293446508958,-0.19778961228228817,3.1354942159291497,0.22962870605566085,0.9323006310958118,High,2,1,0.07489625280775314,-1.475149606103812,0.0769886743494683,0.9465241485214483,-0.22842386689854194,-0.8351230488947311,-0.22819102460965637,-0.5615293446508959,-0.19778961228228792,0.20923373342918825,0.22962870605566424,1.2622201164829796,0.6130958528832952
Notre Dame College,Yes,379,324,107,15,37,500,311,9990,4900,400,600,44.0,47,12.1,26,4948,33,-1.4312096267317456,-1.3760443132860707,-1.7199898816872583,-0.676685000581864,-1.5578631754002565,-0.053054652837689904,0.01514799805860137,-1.0374664620381557,-1.4057817650474291,-1.677640781241535,-1.859512189697562,-0.46133648899060975,3.295836866004329,-1.6129916308882133,0.8548812664907651,Medium,1,1,-1.431209626731746,-0.6766850005818639,-0.05305465283769003,0.015147998058600903,-1.0374664620381557,-1.4057817650474274,-1.677640781241535,-1.859512189697562,-0.4613364889906095,0.4709871710129802,-1.61299163088821,0.7355975356514665,0.6130958528832952
Oakland University,No,3041,2581,1173,16,56,6441,3982,9114,4030,400,650,88.0,90,19.7,13,6637,53,0.5834620086511255,0.7731576166311013,0.9615647282973708,-0.5871679226871698,1.119048478855892,1.762212868078382,-0.2131759703764953,-1.0374664620381557,-1.248223768858662,1.0275244055596622,0.6889187505729792,1.3775091254126752,2.6390573296152584,-0.664567602272312,0.8487339690891155,Medium,1,0,0.5834620086511254,-0.5871679226871697,1.7622128680783817,-0.21317597037649577,-1.0374664620381557,-1.2482237688586602,1.0275244055596622,0.6889187505729791,1.3775091254126755,-0.6011810967805445,-0.6645676022723086,0.6937823432986147,-1.6310663255951814
Oberlin College,Yes,4778,2767,678,50,89,2587,120,19670,5820,575,1119,77.0,96,10.1,47,16593,83,0.9812483479781022,0.8399414708834821,0.43167900593576713,1.2642526226817787,0.32930921194040985,-0.6220233955480692,1.943042041263247,0.2902205855542885,-0.15391604331260883,0.18480253734956345,1.2631079470739583,-1.015433533114901,3.871201010907891,1.487607062060894,0.5791125994139807,High 2,3,1,0.9812483479781021,1.2642526226817787,-0.6220233955480693,1.9430420412632465,0.29022058555428853,-0.1539160433126068,0.18480253734956345,1.2631079470739583,-1.0154335331149007,1.410247827615283,1.4876070620608974,-1.1402381536403534,0.6130958528832952
Occidental College,Yes,2324,1319,370,52,81,1686,35,16560,5140,558,1152,91.0,93,10.5,30,16196,79,0.3403660081575847,0.11186144030582072,-0.20805706195200704,1.3381371610135828,-0.09912271194441423,-1.283040747143142,1.4100335649853555,0.17806725530579845,-0.09411736408386188,1.2765519822358338,0.9685124280279964,-0.9014177956963633,3.4339872044851463,1.4433899469175955,0.5675559380378657,High,2,1,0.34036600815758455,1.3381371610135828,-1.2830407471431422,1.410033564985355,0.17806725530579848,-0.09411736408385984,1.2765519822358338,0.9685124280279963,-0.901417795696363,0.6965124818629844,1.4433899469175988,-1.2188489620696545,0.6130958528832952
Oglethorpe University,Yes,792,649,186,56,87,769,377,12900,4340,600,4110,91.0,95,13.1,27,8568,67,-0.68255282297426,-0.621453727845227,-1.0104913646094145,1.479792076238102,-0.9965176357719908,0.06857679793416514,0.6904537128462284,0.450010288926062,2.652931633791054,1.2765519822358338,1.1632240797157132,-0.19778961228228817,3.332204510175204,0.046043186342697495,0.8194444444444444,High,2,1,-0.6825528229742603,1.479792076238102,0.06857679793416502,0.6904537128462279,0.45001028892606204,2.6529316337910567,1.2765519822358338,1.1632240797157132,-0.19778961228228792,0.5303560031614278,0.04604318634270089,0.4945489197437615,0.6130958528832952
Ohio Northern University,Yes,2936,2342,669,35,62,2502,66,15990,4080,600,825,73.0,78,14.5,31,9979,83,0.5519682337276572,0.6793524968613164,0.41819620173303185,0.6254462220634173,0.29729749339110795,-0.9528034038924895,1.3053610086818683,0.450010288926062,-0.7733605312356664,-0.09419074137999063,-0.28553671812966114,0.158363424968833,3.4657359027997265,0.4257044521201618,0.797683923705722,High,2,1,0.5519682337276571,0.6254462220634174,-0.9528034038924896,1.3053610086818679,0.45001028892606204,-0.7733605312356645,-0.09419074137999064,-0.28553671812966125,0.15836342496883324,0.7483410559744619,0.42570445212016517,0.3465293428572234,0.6130958528832952
Ohio University,No,11023,8298,3183,21,54,14861,1310,7629,4095,550,2300,79.0,87,20.4,13,8811,64,1.6831752160908928,1.8518768505745442,1.8190337111584318,-0.1932470423613438,1.717126477394814,0.9142475343912111,-0.6356937813664377,0.12425506576926057,1.3670405661879372,0.32979255441716077,0.4240248994484804,1.5314406952999704,2.6390573296152584,0.11805974393782086,0.7527896217000817,Medium,1,0,1.6831752160908928,-0.19324704236134368,0.914247534391211,-0.6356937813664382,0.1242550657692606,1.3670405661879395,0.32979255441716077,0.42402489944848026,1.5314406952999706,-0.6011810967805445,0.11805974393782424,0.04114898605049054,-1.6310663255951814
Ohio Wesleyan University,Yes,2190,1700,458,36,65,1780,48,16732,5650,550,550,93.0,93,12.1,32,12011,75,0.28602330736855613,0.36550329730225656,0.024140436725067316,0.6737982758594397,-0.042592977978544284,-1.1211859897006706,1.4411533996850732,0.12425506576926057,-1.5760014399966686,1.447136187421161,0.9685124280279964,-0.46133648899060975,3.4965075614664802,0.8469914439457698,0.776255707762557,High,2,1,0.28602330736855597,0.6737982758594399,-1.1211859897006708,1.4411533996850727,0.1242550657692606,-1.5760014399966669,1.447136187421161,0.9685124280279963,-0.4613364889906095,0.798574649047804,0.8469914439457732,0.2007701721358851,0.6130958528832952
Oklahoma Baptist University,Yes,758,681,484,35,59,1707,705,5390,3140,515,1290,63.0,71,15.1,18,5511,50,-0.7259937924770397,-0.5705244096996926,0.08299999545726995,0.6254462220634173,-0.08616607824190928,0.48056719101468387,-1.3901631627844946,-0.11950723668565977,0.13989967501817485,-0.7275130205821262,-0.7532925064547982,0.30686845488617326,2.9444389791664403,-1.247339215264372,0.8984168865435356,Low,0,1,-0.72599379247704,0.6254462220634174,0.48056719101468376,-1.390163162784495,-0.11950723668565974,0.13989967501817693,-0.7275130205821262,-0.7532925064547983,0.30686845488617354,-0.10265686440973162,-1.2473392152643688,1.0317358559186367,0.6130958528832952
Oklahoma Christian University,Yes,776,765,351,22,44,1419,228,6400,3150,500,1900,58.0,64,16.2,8,6578,45,-0.702740940293517,-0.44815286807740157,-0.266608667931697,-0.12305785184375591,-0.2832627235291383,-0.2444497083465139,-1.02841480015152,-0.22842386689854197,0.9557779855209387,-1.009753112770369,-1.1519730239216481,0.5732895453024277,2.1972245773362196,-0.6912366906006666,0.9858247422680413,Low,0,1,-0.7027409402935173,-0.12305785184375581,-0.24444970834651403,-1.0284148001515205,-0.22842386689854194,0.9557779855209408,-1.009753112770369,-1.1519730239216481,0.5732895453024279,-1.3224567005698127,-0.6912366906006632,1.6263022257333941,0.6130958528832952
Oklahoma State University,No,4522,3913,2181,29,57,12830,1658,5336,3344,800,3100,84.0,92,15.3,14,6433,48,0.9334739055998889,1.1677093772345957,1.5096772329482224,0.3114902312545731,1.6197400365595926,1.0862392543755337,-1.410715954257989,1.5532793225065122,2.0213273655103,0.7082785056495632,0.8736625013025863,0.35585698539765914,2.70805020110221,-0.75837482082909,0.8653250773993808,Low,0,0,0.9334739055998887,0.3114902312545732,1.0862392543755335,-1.4107159542579895,1.5532793225065122,2.021327365510303,0.7082785056495632,0.8736625013025862,0.3558569853976594,-0.4885527893899716,-0.7583748208290866,0.8066385043092352,-1.6310663255951814
Otterbein College,Yes,1496,1205,428,26,57,1648,936,12888,4440,420,840,62.0,68,13.9,30,8802,87,-0.06842381696070168,0.020410308475069493,-0.048761714245170354,0.13602341304359422,-0.1230753614475257,0.6756546907369045,0.687886178632482,-0.8625416241378353,-0.7371298083697247,-0.7857984336464438,-0.9323663945762501,0.007444705863380859,3.4339872044851463,0.11544722763847645,0.80548128342246,High,2,1,-0.06842381696070193,0.13602341304359433,0.6756546907369044,0.6878861786324816,-0.8625416241378353,-0.7371298083697229,-0.7857984336464438,-0.9323663945762503,0.007444705863381116,0.6965124818629844,0.11544722763847984,0.3995686014283602,0.6130958528832952
Ouachita Baptist University,Yes,910,773,450,31,73,1310,61,6530,2800,500,1500,63.0,67,13.3,10,6413,65,-0.5459754453082682,-0.43725641610050764,0.005250599654823802,0.4211004096393092,-0.37100408453821015,-0.994953383761919,-0.9846486202244048,-0.22842386689854197,0.45491530270202957,-0.7275130205821262,-0.9892956425607811,-0.14603378484101692,2.3978952727983707,-0.7678184989295578,0.8494505494505494,Low,0,1,-0.5459754453082686,0.42110040963930934,-0.9949533837619191,-0.9846486202244052,-0.22842386689854194,0.4549153027020317,-0.7275130205821262,-0.9892956425607812,-0.14603378484101667,-0.9948692225349889,-0.7678184989295543,0.6986566715914992,0.6130958528832952
Our Lady of the Lake University,Yes,2308,1336,295,22,46,1202,942,8530,3644,616,1576,56.0,64,14.9,25,7114,37,0.33405667915391024,0.124770499733731,-0.46305107890896174,-0.12305785184375591,-0.4671830600294856,0.6801163224930276,-0.3735191297923643,0.5492555263585698,0.5589138049185294,-1.1162149854595136,-1.1519730239216481,0.25762653611778186,3.258096538021482,-0.46161618402717364,0.5788561525129983,Medium,1,1,0.3340566791539101,-0.12305785184375581,0.6801163224930274,-0.37351912979236473,0.5492555263585698,0.5589138049185315,-1.1162149854595136,-1.1519730239216481,0.25762653611778213,0.4093774833820336,-0.46161618402717025,-1.1419825586678372,0.6130958528832952
Pace University,Yes,8256,3750,1522,37,70,5809,4379,11000,5160,660,1115,90.0,95,13.8,10,10059,62,1.4453518820025821,1.1278938532550689,1.1981200412685915,0.7211624200833137,1.0373156740327394,1.839114223898657,0.2626277184030993,0.8110297824067062,-0.161275007870945,1.1926294720784247,1.1632240797157132,-0.01795311549064537,2.3978952727983707,0.4447393848316503,0.45421511627906974,Medium,1,1,1.4453518820025821,0.7211624200833138,1.8391142238986569,0.26262771840309884,0.8110297824067062,-0.16127500787094298,1.1926294720784247,1.1632240797157132,-0.017953115490645113,-0.9948692225349889,0.4447393848316537,-1.9898167473605561,0.6130958528832952
Pacific Lutheran University,Yes,1603,1392,504,31,68,2580,302,13312,4488,600,1516,78.0,78,11.0,23,9431,83,-0.0034332573660907214,0.16608362112340377,0.12584728382753885,0.4211004096393092,0.32672166831894034,-0.07141159079227416,0.7776707815512524,0.450010288926062,0.4772088944295104,0.2568399159168297,-0.28553671812966114,-0.7612501409097624,3.1780538303479458,0.2886852407323138,0.8683718028696195,High,2,1,-0.00343325736609096,0.42110040963930934,-0.07141159079227428,0.7776707815512519,0.45001028892606204,0.47720889442951253,0.2568399159168297,-0.28553671812966125,-0.7612501409097622,0.27871072767331073,0.28868524073231716,0.8273629630852454,0.6130958528832952
Pacific Union College,Yes,940,668,385,20,48,1316,139,11925,3825,630,1926,48.0,87,12.3,12,9157,69,-0.5142795746078073,-0.5908990780795781,-0.164230581051607,-0.2659654673280361,-0.36594619257824423,-0.5376621326261611,0.47650328246433765,0.6342683936656499,0.9848429180374274,-1.5052458874480539,0.4240248994484804,-0.40796787821144803,2.5649493574615367,0.21547746175867796,0.7106382978723405,Medium,1,1,-0.5142795746078076,-0.265965467328036,-0.5376621326261612,0.4765032824643372,0.6342683936656499,0.9848429180374295,-1.5052458874480539,0.42402489944848026,-0.40796787821144775,-0.7221596165599387,0.21547746175868135,-0.24557306408350058,0.6130958528832952
Pacific University,Yes,943,849,288,41,71,1041,35,14210,3994,450,1100,76.0,76,10.9,22,11216,42,-0.5111698915890679,-0.339388309597874,-0.4906076553540109,0.9016140386466763,-0.6320163703381134,-1.283040747143142,0.9618068878050443,-0.6133100630418952,-0.1890906028016409,0.11368059871460601,-0.4264744945937568,-0.7890818103589035,3.1354942159291497,0.6962325683871833,0.9003181336161188,High,2,1,-0.5111698915890682,0.9016140386466764,-1.2830407471431422,0.9618068878050439,-0.6133100630418952,-0.18909060280163886,0.113680598714606,-0.4264744945937569,-0.7890818103589032,0.20923373342918825,0.6962325683871867,1.0446685329726262,0.6130958528832952
Pembroke State University,No,944,774,440,14,34,2174,529,6360,2760,550,1498,77.0,77,15.0,5,6443,48,-0.5101356904951134,-0.435902851453132,-0.01891394929762593,-0.7707527080612918,0.16006864725436648,0.288365220530988,-1.041998621581941,0.12425506576926057,0.4521131373378097,0.18480253734956345,-0.3567469657519844,0.282279461657542,1.791759469228055,-0.7536699360846513,0.8199152542372882,Low,0,0,-0.5101356904951138,-0.7707527080612917,0.2883652205309879,-1.0419986215819415,0.1242550657692606,0.45211313733781183,0.18480253734956345,-0.3567469657519845,0.28227946165754225,-1.9843634722106338,-0.7536699360846478,0.497751465637195,-1.6310663255951814
Pennsylvania State Univ. Main Campus,No,19315,10344,3450,48,93,28938,2025,10645,4060,512,2394,77.0,96,18.1,19,8992,63,2.1304692914925454,2.0457175077915317,1.8826590902680165,1.1881383777111363,2.121626762429251,1.2353951920138626,0.1774112962607631,-0.1410672681472438,1.4540055261099132,0.18480253734956345,1.2631079470739583,1.0174287020688955,2.995732273553991,0.169741930905658,0.5355423246181724,Medium,1,0,2.1304692914925454,1.1881383777111363,1.2353951920138624,0.17741129626076263,-0.14106726814724377,1.4540055261099154,0.18480253734956345,1.2631079470739583,1.0174287020688957,-0.018922461088820543,0.1697419309056614,-1.436612202659752,-1.6310663255951814
Pepperdine University,Yes,3821,2037,680,86,96,2488,625,18200,6770,500,700,95.0,98,11.6,13,16185,66,0.7861307981978746,0.5435354333981643,0.4346471520615387,2.3549911649161595,0.2918979495666303,0.3992994271863979,1.6985841323404394,-0.22842386689854197,-1.101513269226264,1.6213716336014847,1.4679867891663476,-0.5962838885447581,2.6390573296152584,1.4421410290127754,0.5331065166186862,High 2,3,1,0.7861307981978745,2.3549911649161595,0.39929942718639777,1.698584132340439,-0.22842386689854194,-1.1015132692262621,1.6213716336014847,1.4679867891663476,-0.5962838885447579,-0.6011810967805445,1.4421410290127787,-1.4531810740479814,0.6130958528832952
Peru State College,No,701,501,458,10,40,959,457,2580,2624,500,900,48.0,100,20.1,24,4870,44,-0.8037396575346238,-0.8983066685322003,0.024140436725067316,-1.2063544244260114,-0.7284011257308174,0.19253422037255402,-2.7211384464771156,-0.22842386689854197,-0.5979547424825227,-1.5052458874480539,1.6797533027611797,1.4657260538268482,3.2188758248682006,-1.6687348214863726,0.7146932952924394,Low,0,0,-0.8037396575346242,-1.2063544244260114,0.19253422037255388,-2.721138446477116,-0.22842386689854194,-0.5979547424825208,-1.5052458874480539,1.6797533027611797,1.4657260538268484,0.34535112178986943,-1.6687348214863693,-0.217990130310644,-1.6310663255951814
Pfeiffer College,Yes,838,651,159,11,25,654,162,8640,3700,400,1915,62.0,62,12.2,13,7634,48,-0.6268647315742489,-0.6181926648413583,-1.2056653417874685,-1.086763562568219,-1.2015854700606647,-0.448463825003353,-0.3427785315327091,-1.0374664620381557,0.9725908275356062,-0.7857984336464438,-1.253793161208231,-0.4346095870330258,2.6390573296152584,-0.26299441218796255,0.7768496420047732,Medium,1,1,-0.6268647315742493,-1.086763562568219,-0.44846382500335313,-0.34277853153270954,-1.0374664620381557,0.9725908275356083,-0.7857984336464438,-1.253793161208231,-0.43460958703302555,-0.6011810967805445,-0.26299441218795916,0.20481023607952178,0.6130958528832952
Philadelphia Coll. of Textiles and Sci.,Yes,1538,1259,468,19,42,1664,1042,11690,5062,600,1664,48.0,80,12.9,15,8028,68,-0.04233592250440769,0.06483349113616879,0.04722440358621622,-0.3414378853851846,-0.11290886707560628,0.7509380924613593,0.4232297947449656,0.450010288926062,0.6736825674320275,-1.5052458874480539,-0.13862047133804148,-0.24985413726745317,2.772588722239781,-0.1258777787928738,0.8185955786736021,Medium,1,1,-0.04233592250440793,-0.3414378853851845,0.7509380924613592,0.42322979474496514,0.45001028892606204,0.6736825674320296,-1.5052458874480539,-0.1386204713380416,-0.24985413726745292,-0.3831960439675105,-0.1258777787928704,0.4887747586498151,0.6130958528832952
Phillips University,Yes,692,576,174,19,50,597,83,10500,3860,600,940,58.0,64,11.6,19,8990,39,-0.8166337744874121,-0.7484645765680507,-1.092907446199892,-0.3414378853851846,-1.3202565783786802,-0.8283002187538535,0.1420677932258447,0.450010288926062,-0.5098690459072523,-1.009753112770369,-1.1519730239216481,-0.5962838885447581,2.995732273553991,0.16917963459227375,0.8323699421965318,Medium,1,1,-0.8166337744874125,-0.3414378853851845,-0.8283002187538536,0.14206779322584423,0.45001028892606204,-0.5098690459072505,-1.009753112770369,-1.1519730239216481,-0.5962838885447579,-0.018922461088820543,0.16917963459227714,0.5824708372053842,0.6130958528832952
Piedmont College,Yes,663,562,127,20,40,641,63,5640,3620,600,750,89.0,89,13.2,17,7309,31,-0.8594404427420582,-0.7747878249528968,-1.4936264435592836,-0.2659654673280361,-1.2275118243503824,-0.9777325784800756,-1.2967331830628412,0.450010288926062,-0.9642037997398595,1.109620228012351,0.5990025096854961,-0.1718735188122101,2.8903717578961645,-0.3845833911206843,0.8476621417797888,Low,0,1,-0.8594404427420586,-0.265965467328036,-0.9777325784800757,-1.2967331830628417,0.45001028892606204,-0.9642037997398576,1.109620228012351,0.599002509685496,-0.17187351881220986,-0.19091960062784105,-0.3845833911206809,0.6864915515603613,0.6130958528832952
Pikeville College,Yes,404,400,169,28,48,797,100,6000,3000,500,500,48.0,57,13.4,14,5557,61,-1.364701027956985,-1.1432531632953262,-1.1292047843991242,0.25456596475215887,-0.9522092533567169,-0.7249796476002203,-1.1668554571498426,-0.22842386689854197,-1.7612021643396472,-1.5052458874480539,-1.4858876575586604,-0.12026961376708763,2.70805020110221,-1.2200110787202891,0.9900990099009901,Low,0,1,-1.3647010279569853,0.254565964752159,-0.7249796476002204,-1.166855457149843,-0.22842386689854194,-1.7612021643396454,-1.5052458874480539,-1.4858876575586604,-0.12026961376708738,-0.4885527893899716,-1.2200110787202858,1.6553766809877244,0.6130958528832952
Pitzer College,Yes,1133,630,220,37,73,750,30,17688,5900,650,850,100.0,100,10.4,11,14820,73,-0.33325907761651247,-0.6529810498181262,-0.8067268312789887,0.7211624200833137,-1.0277186515811303,-1.36021775036312,1.6104016391059517,0.7529019484450437,-0.7133073594983343,2.0729267208974105,1.6797533027611797,-0.9297607595238646,2.4849066497880004,1.276222278751745,0.556045895851721,High 2,3,1,-0.33325907761651274,0.7211624200833138,-1.3602177503631203,1.6104016391059512,0.7529019484450437,-0.7133073594983325,2.0729267208974105,1.6797533027611797,-0.9297607595238644,-0.8528263722686615,1.2762222787517483,-1.2971426570963378,0.6130958528832952
Point Loma Nazarene College,Yes,809,687,428,20,43,1889,217,10178,4190,800,750,71.0,71,16.1,19,7895,54,-0.6615772351892147,-0.5612606746722533,-0.048761714245170354,-0.2659654673280361,0.018571046749279313,-0.27439684476032083,0.06241866412195133,1.5532793225065122,-0.9642037997398595,-0.22819102460965637,-0.7532925064547982,0.5493669618582913,2.995732273553991,-0.17098239916174515,0.8491965389369592,Medium,1,1,-0.6615772351892151,-0.265965467328036,-0.27439684476032095,0.062418664121950865,1.5532793225065122,-0.9642037997398576,-0.22819102460965637,-0.7532925064547983,0.5493669618582915,-0.018922461088820543,-0.17098239916174177,0.6969288393765538,0.6130958528832952
Point Park College,Yes,875,744,207,7,38,1173,1402,9700,4830,400,1200,45.0,90,14.5,10,7652,66,-0.5844034257751909,-0.47734652711683345,-0.8800477957258894,-1.628780765874191,-0.49481349950702164,0.9633889152691069,-0.05892871067297695,-1.0374664620381557,-0.009909663407681455,-1.6359261972767032,0.6889187505729792,0.158363424968833,2.3978952727983707,-0.2564937754111806,0.8502857142857143,Medium,1,1,-0.5844034257751912,-1.628780765874191,0.9633889152691067,-0.05892871067297741,-1.0374664620381557,-0.009909663407679407,-1.6359261972767032,0.6889187505729791,0.15836342496883324,-0.9948692225349889,-0.25649377541117724,0.7043376360783298,0.6130958528832952
Polytechnic University,Yes,1132,847,302,58,89,1379,214,16200,4200,436,2486,90.0,90,10.4,14,14329,62,-0.334109165186238,-0.34184172111339267,-0.4362387166903581,1.5478149256655516,-0.31447728751667453,-0.2828015997344716,1.344205346362783,-0.727755629146301,1.5361107622156136,1.1926294720784247,0.6889187505729792,-0.9297607595238646,2.70805020110221,1.2106529444313876,0.7482332155477032,High,2,1,-0.3341091651862383,1.5478149256655516,-0.2828015997344717,1.3442053463627825,-0.727755629146301,1.5361107622156158,1.1926294720784247,0.6889187505729791,-0.9297607595238644,-0.4885527893899716,1.210652944431391,0.010155366049561977,0.6130958528832952
